gastroduodenal vascular ectasia	3	D020252
gastroduodenal artery, and all hepatic arterial branches	3	D015356
gangliosides	3	D005732
ganglia	3	D001480
gamma-tubulin	3	35199
gamma-glutamyltranspeptidase	3	2686
gamma-GTP	3	92170
gamma 2	3	7453
gambogic acid	3	C052659
fusion	3	414144
fura-2	3	D016257
frizzled-related protein 1	3	2487
fresh-frozen plasma	3	D002062
folinic acid and fluorouracil	3	C531667
folate receptor	3	444543
focal disease	3	D005490
fluoride	3	D005459
fibroblast growth factor receptor 2	3	14183
febrile neutrophenia	3	D003294
farnesylamine	3	C085171
false-positive tumor detection	3	D017541
factor 1	3	818408
fDT	3	1638
ezrin	3	54319
extracellular signal-regulated kinase-1	3	50689
extracellular matrix protein	3	100536787
ethylene oxide	3	D005027
ethylene chlorohydrin	3	D005023
erythroleukemia	3	D004915
epidermal growth factor-like growth factor	3	1952
epidermal growth factor receptor protein	3	64285
enzymes-cathepsin L	3	1514
enzastaurin	3	C504878
enlarging tumor	3	D006332
endothelial growth factor	3	281160
endometriosis	3	D004715
emergency department	3	D004630
eNOS	3	18127
eLN	3	2006
eIF3f	3	8665
eEF2	3	29904
dyslipidemia	3	D050171
dual oxidase A2	3	50506
distearoylphosphatidylcholine	3	C010942
dissociation factor	3	D004213
disorder of the pancreatobiliary system, 14	3	C535488
diploid tumors	3	C548012
dipeptides	3	D004151
dimyristoylphosphatidylcholine	3	D004134
diethylenetri-aminepentaacetic acid	3	D004369
dichlorodiphenyltrichloroethane	3	CHEBI:16130
dibutyryl-cAMP	3	CHEBI:50095
desmoplastic reaction and tumor	3	D058405
desmoglein-2	3	1829
deoxycytidine kinase	3	474325
dementias	3	D003704
dehydroepiandrosterone	3	D003687
daunorubicin	3	D003630
dalteparin	3	D017985
dCK protein	3	1457
cytotoxic molecule granzyme B	3	3002
cytoplasmic	3	D020774
cytomegalovirus promoter	3	100035301
cytokine-cytokine receptor	3	8809
cytochromes P450	3	102173131
cytochrome P450 enzyme	3	29680
cytochrome P450	3	819163
cytidine deaminase	3	72269
cyclophilin B	3	5479
cyclophilin A	3	493966
cyclooxygenase	3	19224
cyclinE protein	3	51191
cyclin-dependent kinase 4	3	379406
cyclin G1 construct	3	900
cyclin E	3	12448
cyanoacrylate	3	D003487
cutaneous lesions	3	C537797
cutaneous T-cell lymphoma	3	D016410
cromolyn	3	D004205
coumarins	3	D003374
contact tumor	3	D003877
complementary preference for liver over tumors	3	D006963
complement C3	3	104483480
color lymphangiography	3	D003117
colony-stimulated factor-1	3	1436
collagen-induced	3	100035559
cofilin	3	12631
cobalt	3	D003035
cm ( 3	3	444949
citrulline	3	CHEBI:16349
citrate synthase	3	1431
cimetidine	3	D002927
ciglitazone	3	C039671
chronic xanthogranulomatous salpingiosis	3	C536762
chronic injury	3	D020208
chromatin	3	836808
choriocarcinoma	3	D002822
chordoma	3	D002817
cholinergic receptors druginhibition	3	C535672
chlorozotocin	3	C007028
chlorambucil	3	D002699
childhood cancer	3	C536928
chemokine receptor 5 delta32	3	1234
chemokine MCP-3	3	6358
chaperone	3	282254
ceramides	3	D002518
cell surface glycoprotein	3	2703
cell surface glycoprotein	3	18733
cecal tumor	3	D002429
cathepsin B delays tumour	3	C536411
catecholamines	3	D002395
catalase	3	40048
caspase-2	3	397817
cardiopulmonary bypass	3	D006323
carcinoma of the tongue	3	D014060
carcinoembryonic cell adhesion molecule 6	3	1087
carboxylic acid	3	CHEBI:33575
carboquone	3	D002225
carbonyl	3	CHEBI:23019
carbon monoxide	3	D002248
cannabinoid receptor-2	3	1269
candesartan	3	C081643
cancers of the nasal cavities	3	D009669
cancer-cell emboli	3	D020766
cancer stem cell polyploidy	3	D011123
calpactin I	3	6281
calcineurin	3	43670
caffeic acid phenethyl ester	3	C055494
cabozantinib	3	C558660
c-akt murine thymoma oncogene homolog 1	3	24185
c-Rel	3	5966
c-Myc promoter	3	13806
c-Myb	3	17863
c-Kit\/CXCR4	3	16590
butyric acid	3	D020148
bupropion	3	D016642
bradykinin	3	D001920
bovine serum albumin	3	103614076
boron	3	D001895
bone marrow failure	3	C536572
bone marrow	3	D001855
bleomycin	3	D001761
bfl-1	3	597
beta5	3	91056
beta3Gal-T	3	10317
beta2-AR	3	11555
beta1	3	46058
beta-mercaptoethanol	3	CHEBI:41218
beta-galactosidase	3	100382452
beta-AR	3	11554
benzodiazepine	3	D001569
beneficial to symptomatic	3	D010302
basic helix-loop-helix	3	102583413
baicalin	3	C038044
aziridine	3	C033132
azide	3	CHEBI:40910
axial MPRs	3	C537792
autoimmune hepatitis	3	D019693
attribute excess disease	3	D020969
atrial natriuretic peptide	3	24602
atrial fibrillation	3	D001281
asymptomatic disease	3	D058070
aspartame	3	D001218
artesunate	3	C039726
aromatic hydrocarbon	3	C537437
arginase 1	3	383
arginase 1	3	11846
apoptosis protein	3	553468
apolipoprotein CIII	3	345
antigen-related	3	961
anti-proCOL11A1	3	12045
anti-claudin 4	3	304407
anti-POA	3	37044
anti-EGFR single-chain variable fragment	3	620017
anthraquinone	3	CHEBI:40448
ankyrin	3	100036926
angiotensin II	3	D000804
angiogenin	3	102877848
angiogenic tubule	3	D007673
amino sugar	3	CHEBI:28963
amino acid	3	D000596
aluminium	3	CHEBI:28984
alternatively spliced TF	3	404744
alpha5 integrin	3	16410
alpha3	3	1646
alpha-fibrinogen	3	2243
alpha-fetoprotein	3	24177
alpha-enolase	3	24333
alpha-amylase	3	379600
alpha-AR	3	11551
alogliptin	3	C520853
allergic disorders	3	D011695
alcoholic cirrhosis	3	D008104
agglutinin 1 lectin	3	1755
adiponectin	3	102096916
adhesion kinase	3	12305
adenovirus receptor	3	791793
adenomatous polyps	3	D018256
acute interstitial nephritis	3	D009395
acute cervical spinal cord syndrome	3	D013118
activin A type II receptor	3	90
activator Protein 1	3	24516
activating transcription factor 4	3	468
actin-associated protein	3	11133
acrylonitrile	3	D000181
acrolein	3	D000171
acridine orange	3	D000165
acid phosphatase	3	48445
acetonitrile	3	C032159
acetic acid	3	D019342
acetazolamide	3	D000086
accidental injury to the pancreatoduodenal artery compromises	3	D007035
aHR	3	100335047
[Metallothionein	3	4494
Zol	3	47127
Zeb1	3	444391
ZOL	3	CHEBI:46557
ZD1694	3	C068874
YM155	3	C523798
XRCC3	3	7517
XOD	3	117235
XBP-1	3	44226
Wnt3a	3	378679
Wnt2 protein	3	378566
Widespread and multifocal carcinomas	3	D059350
Wee1	3	398017
Wee1	3	327060
WS	3	D018980
WRN	3	D014898
WNT5B	3	30105
WNT5A	3	378689
Vol	3	36692
Vicia villosa	3	C538420
VK1	3	111746
VHL	3	53433
VEGF-RII	3	36041
VANGL2	3	57216
VANGL1	3	81839
Uveal melanoma	3	C536494
Uni	3	44551
UPR	3	3880384
UDP-N-acetylglucosamine	3	2582
Tyk2	3	7297
Twist 2	3	117581
Tumor-associated trypsinogen	3	2012
Tumor necrosis factor-alpha	3	24835
Trx-1	3	4297
Tiam1-rac1	3	567621
Th2-attracting	3	101927761
Th2	3	80704
Tgm	3	447909
TdT	3	1791
Taurolidine	3	C012566
Tab	3	37216
TW-37	3	8168
TTK kinase	3	7272
TTK gene	3	48317
TTK	3	317763
TSP-2	3	7058
TSC2	3	7249
TSA	3	100170238
TS protein	3	92949
TRIM29	3	23650
TRAIL-R3	3	8794
TRAF2\/NIK\/NF-kappaB	3	18034
TRAF2	3	431974
TP40	3	C083452
TP40	3	924
TMPRSS4	3	56649
TM-PD	3	7056
TLRs	3	733314
TLR7	3	51284
TLG	3	827505
TKI258	3	C500007
TIP30	3	10553
TIMP-2	3	359835
TILs	3	12874423
TH2	3	15111
TGF-beta2	3	21808
TGF-beta1 receptor	3	282382
TGF-beta-induced	3	64651
TFs	3	17109820
TD	3	C536507
TCTP	3	7178
TAs	3	7055
TAp63	3	21354
TAT-PM	3	C536930
TANK-binding kinase 1	3	29110
T-cell receptor zeta chain	3	919
T-ALL	3	D054218
T-47D	3	259293
Suramin	3	D013498
Stem cell factor/c-kit	3	104498390
Stearoyl-CoA	3	C017725
Src protein	3	25959
Src homology 3	3	103487297
Src	3	380430
Sps	3	23590
Sp3	3	100037013
Smad1	3	2617
Smac	3	66593
Ski	3	37356
Sjogren's syndrome	3	D012859
Serum immunoglobulin	3	3478
Serum alanine aminotransferase	3	436603
Serum IGFBP2	3	5445
Ser\/Thr-Pro	3	542378
SerPI	3	43571
Senescence-associated	3	548011
Schiff bases	3	D012545
Sal	3	CHEBI:30762
SV119	3	C579249
SUV1	3	445198
SULF1/SULF2	3	55959
SULF1	3	23213
STMN1	3	380364
STK11	3	399100
STAT3-regulated	3	18812
STARD7	3	56910
SSX2	3	6757
SS1P-resistant	3	835604
SS1P-induced	3	100037241
SRS	3	6611
SRB	3	10575
SQdFdC	3	C525919
SPT	3	189
SPR	3	554136
SPC	3	5541
SPARC	3	176931
SOX9	3	399405
SOX17	3	64321
SOM230	3	C517782
SNED1	3	25992
SN-38	3	677849
SMR	3	147719
SMAD4-mutant	3	778485
SMA	3	100308165
SM-3	3	6634
SLeC	3	7100
SLUG	3	379440
SLRP	3	404034
SIRT3	3	23410
SIB	3	44907
SHP-2	3	25622
SHC1	3	6464
SEMA3	3	10371
SCP-1	3	C118048
SCP-1	3	6847
SCH 66336	3	C115354
SCD1	3	6319
SCA	3	4287
SB505124	3	C519132
SB-75	3	C062876
SB-75	3	6921521
SAG	3	447588
S6K1-Gli1	3	20111
S2VP10	3	28584
S100P-binding	3	64766
S100A11	3	6282
Rosa26	3	14910
Ror2	3	4920
Ro 40-8757	3	C081137
Rip1-Tag2	3	19766
Rh2	3	6005
Retinoic acid-inducible gene I	3	230073
Ref	3	10189
RecQ1	3	5965
Ras\/Src-induced	3	51655
Ras-independent	3	819356
Ral	3	5898
RXRbeta	3	394278
RXRalpha	3	20181
RXRA	3	30530
RXR-alpha	3	378685
RS	3	D041441
RRM2-specific	3	41668
RP2D	3	110959
ROC	3	9978
ROBO3	3	64221
RNA-binding protein	3	842216
RHOA	3	379416
RF	3	C538347
REL	3	378614
RBP-4	3	5950
RBP	3	57794
RB-1	3	129831
RAS\/MAPK\/ERK	3	5606
RALB	3	399338
RAD51 protein	3	541709
QSOX1	3	5768
QRT-PCR	3	45919
Pv2	3	9645
Purtscher-like retinopathy	3	D003930
Ptf1-p48	3	19213
Prx-1	3	5396
Prox1 transcription factor	3	576148
Protein kinase D	3	42203
Protein kinase C zeta	3	5590
Protein geranylgeranyltransferase-I	3	5229
Protease-activated receptor-2	3	526525
Prolonged disease	3	D011273
ProMMP-2	3	174598
Pre-B-cell leukemia homeobox factor 1	3	5087
PrP	3	5621
Plumbagin	3	C014758
Plasma miR-223	3	407008
Pim-2	3	18715
Pim-2	3	111748
Pim-2	3	11040
Phase III	3	47732
Periostin	3	10631
Periodontal bone loss	3	D016301
Pax-6	3	30567
Par-4	3	5074
Par-4	3	114774
PanScan 1	3	124583
PanIN-1B	3	243168
PanC-1	3	105215522
PaSC	3	30982
PaCDM	3	10134
PUFA	3	101409886
PTN	3	368211
PTH	3	100462909
PTEN\/phosphatidylinositol 3-kinase\/Akt	3	23797
PRSS1	3	24691
PRS	3	C535274
PRIMA-1	3	145270
PPP	3	5531
PPE	3	CHEBI:60744
PPAR delta	3	5467
PP2A	3	843333
PP2A	3	5524
PP2	3	4888
PP1	3	5464
PLA	3	CHEBI:60159
PKCzeta	3	18762
PKCepsilon	3	5581
PIN	3	8655
PIK3R2	3	5296
PHY906	3	C476037
PHD	3	5132
PGS	3	C535773
PGS	3	8905
PGE3	3	5733
PGE	3	281283
PFS-6	3	1231949
PFN1	3	5216
PER2	3	8864
PEG detachment	3	D012163
PDGFRalpha	3	18595
PDD	3	D003966
PDCD4	3	32337
PD	3	104167
PCT	3	7389
PCR-SSP	3	828439
PCP	3	D010623
PCD	3	5092
PC-9	3	255738
PARP-1	3	266823
PANC-1 transformants stably overexpressing human TSP-2	3	D002472
PAN-12	3	338321
PAMAM	3	CHEBI:53199
PAM4-reactive	3	678538
PAI-1	3	24617
PAF	3	68026
PAB	3	37070
P450	3	1555
P13K	3	51013
Oxythiamine	3	D010119
Oncolytic myxoma	3	D009232
Oleandrin	3	C021065
ORR	3	4913894
ON 01910	3	C507134
OFF	3	249997
ODC	3	4953
OCT4-positive	3	20024
OCA2 gene	3	4948
OC	3	632
OAR	3	4936
O-methylguanine DNA methyltransferase	3	4255
Nupr1	3	56312
Notch4	3	4855
Notch3	3	18131
Notch receptor	3	18128
Norleucine	3	CHEBI:18347
Ngn-3	3	50674
Neu5Ac	3	CHEBI:17012
Neopterin	3	D019798
NTs	3	47998
NTRK3	3	4916
NT5	3	4907
NT protein	3	67405
NSE	3	24334
NSC109555	3	233904
NSC-631570	3	C060921
NRS	3	83985
NR4A1	3	431720
NOD2	3	64127
NLE	3	54475
NKp46	3	9437
NKD2	3	85409
NKD1	3	85407
NK-1 receptor	3	6869
NK cell dysfunction	3	D054391
NG2	3	13003
NFATc1 gene	3	444346
NFAT\/c-Myc	3	24577
NF1	3	4763
NF-kappaB\/TNFalpha	3	396093
NF-kappaB	3	298316
NF-IL6	3	1051
NF	3	116690
NEK2 mRNA	3	100379667
NDRG2	3	57447
NDRG1 gene	3	792085
NCS	3	CHEBI:53203
NCCN	3	CHEBI:29308
NCC-ST-439	3	C535661
NANOG	3	79923
NAD	3	17035736
NAB-P	3	3346237
N29I	3	249430
N116Y	3	17964153
N-terminal D-Phe	3	8303017
N-ethylmaleimide	3	D005033
N-acetyltransferase	3	17961
N-Nitroso-N-Methyl Urea	3	CHEBI:50102
N-(2-hydroxypropyl)methacrylamide	3	C032976
MyD88	3	23098
MxA	3	4599
MvaI restriction enzyme	3	1051879
Multiple	3	34438
Mucin-1	3	D018396
Muc1-Null	3	76464
Mono	3	106455223
MoAb	3	45901
Mitochondrial transcription factor A	3	7019
Midkine	3	397791
Microfluidic device	3	D009471
MicroRNA-gene	3	33118
MiR-196a	3	442920
MetS	3	2117
Memory T	3	D008569
Melatonin	3	30668
Mediterranean diet	3	D017086
Medial Centers	3	D008224
MeP	3	CHEBI:34757
MeCCNU	3	D012673
Max	3	31518
Mac-1	3	16409
MVA	3	701
MUC4/Y	3	6086
MUC13	3	56667
MUC1-induced	3	34652
MTS	3	108314
MTAP	3	735090
MTA1	3	9112
MT-SP1	3	6768
MSH6	3	828147
MRS	3	D008556
MRPs	3	38535
MRP1	3	4194
MRI	3	38028
MRD	3	C537373
MRA	3	100136210
MPS	3	D016532
MP	3	C535959
MNP-CUR	3	107502
MMS	3	CHEBI:25255
MMP-7	3	379369
MMP-12	3	17381
MMI-166	3	C419963
MKK4	3	6416
MK-1775	3	C549567
MITF gene	3	3885647
MIT	3	CHEBI:53620
MIF	3	751093
MIF	3	399041
MIB-1	3	444232
MHC-II	3	111364
MGCD0103	3	C523184
MDR-1	3	18671
MDP	3	1800
MDD	3	D003865
MDA-5	3	64135
MCs	3	4183
MCP-1	3	17224
MC-LR	3	20997
MAP4K4	3	9448
MAP kinase kinase	3	829103
MALs	3	259197
MAL2	3	444282
MAGE-A3	3	139081
MAGE-A	3	4103
Lys	3	249592
Lupeol	3	C010480
Los	3	33770
Lin	3	45325
LiCl	3	D018021
Leu	3	1001698
Lefty	3	13590
Laparoscopic distal pancreatectomy - new standard	3	D016773
Laparoscopic central pancreatectomy	3	D020210
LY364947	3	C520284
LTB4	3	100135572
LSL-G12D	3	3978469
LOXL2	3	4017
LOX-PP	3	43712
LMP	3	9260
LGR5	3	8549
LGALS3	3	3958
LDHA	3	380394
LCA	3	1211
LC3	3	336526
LAI	3	1061329
LAC	3	3938
LA	3	C535395
L48M	3	962
L-type amino-acid transporter 1	3	8140
L-lactate	3	CHEBI:16651
Ki16425	3	C477898
Ki16425	3	10197
Keratin 7	3	110310
Kallikrein	3	9622
KSR1	3	8844
KRAS oncogene messenger RNA	3	8082
KP4	3	3824
KP3	3	645368
KP-1N	3	100874497
KP-1	3	134505
KNK437	3	47137
KM01	3	C116762
KDN-linked oligosaccharides	3	C535741
KD	3	D009080
Jagged-1	3	16449
JAM-A	3	50848
JAK1	3	3716
Isoprenoids	3	D013729
Integrin alphavbeta6	3	16420
Insig2-targeting	3	821424
Inositol hexaphosphate	3	D010833
IkappaB	3	84807
Ihh	3	378540
IgM	3	628127
Id2	3	3398
ITGB1	3	3688
ISG15	3	9636
IRS	3	64880
IRF1	3	3659
IRAK1	3	3654
IP6	3	151188
IP ( 3 ) ) receptor	3	3710
IOR	3	947286
INT-1	3	7471
ING1	3	3621
IL-33	3	90865
IL-24	3	93672
IGF2BP3-mediated	3	394293
IGF1 gene	3	446741
IGF binding protein 7	3	3490
IFN-inducible	3	404552
IFN-beta	3	15977
IDS	3	559959
ICOSL	3	50723
IAC	3	104377
IAA	3	CHEBI:16411
I3C	3	824781
Hyperoestrogenic females	3	C536769
Hsp90	3	15516
Hsp72	3	3303
Hsp	3	CHEBI:50430
Hsc70	3	32133
Hp1-1	3	1667
His	3	3034
Heterotopic pancreas	3	D002828
Hepatocyte growth factor activator	3	54426
HUS	3	C531700
HSR	3	338386
HSP90	3	444024
HSP60	3	3329
HSC70	3	3312
HSA	3	5018
HRs	3	33458
HRP	3	32256
HRE2	3	819365
HPT	3	D006961
HPD1NR	3	5720385
HPA	3	D010661
HNF6	3	3175
HIF-1 protein	3	380141
HF10	3	7584
HEY2	3	23493
HEX	3	3087
HES7	3	84667
HES6	3	55502
HES5 gene	3	388585
HES4	3	57801
HES3	3	390992
HERG1	3	3757
HER2	3	30300
HEK293	3	13842
HEK	3	2042
HCP	3	D046349
HCP	3	259
HCO3	3	100326962
HAP	3	6294
H2O2/ERK/NF-kappaB	3	4796
H2A	3	8337
H2 receptor	3	3274
H. pylori plasminogen-binding protein	3	7123
GyE	3	54584
Growth Factor	3	616885
Gli2	3	14633
Gli	3	140589
Gi protein-coupled receptor	3	140439
Ger	3	59330
Gem-refractory PC	3	36064
Galalpha1-3Galbeta1-4GlcNAc	3	CHEBI:18217
Galactosyltransferase isoenzyme II	3	126792
GalNAc-T3	3	2591
GSK3-regulated	3	832740
GSK3	3	30664
GRE	3	251212
GRB2	3	2885
GPT	3	5656924
GPRC5A	3	9052
GPR54	3	84634
GPI-PSS	3	1041
GPCR	3	227289
GPC3	3	2719
GLI1 protein	3	84662
GL, GI, or intake of carbohydrates	3	D018981
GIPC1	3	10755
GIPC/synectin	3	67903
GICA	3	947024
GF109203x	3	C070515
GEF	3	27414
GCR	3	378598
GATA4	3	2626
GAS6	3	2621
GAIP-interacting protein	3	83823
GADD	3	406304
GAD	3	22223
GABA	3	39054
G1790A	3	1014599
G protein-coupled receptor	3	30360
G protein	3	4443090
Fungal infection	3	D008172
Fuc-Hpt	3	3258
Frondoside A	3	C534797
Foxp1	3	27086
FdUMP	3	D005468
Fc	3	14124
Fas-associated	3	42594
Fas	3	100124750
Factor Xa	3	2159
FZD5	3	7855
FXYD3	3	5349
FUT175	3	338077
FTY-720	3	C098720
FTI-277	3	C096856
FTI-277	3	110671
FT-IR	3	33627
FOXF1	3	2294
FMS-like tyrosine kinase 3	3	2322
FMNL3\/WBP3	3	91010
FMNL2\/FHOD2	3	114793
FMNL1\/FMNL	3	752
FLNa	3	562529
FKHRL1\/FOXO3a	3	56484
FK506-binding protein 51	3	2289
FISH for carcinoma	3	C536561
FHOD1	3	29109
FGFR1-III	3	100462812
FGF20	3	26281
FGF	3	25317
FEL	3	791169
FDR-Gem	3	4241380
FCU1	3	114548
FBS	3	14123
FAT2	3	2196
FAT1	3	406172
F-Cap	3	5269
Escherichia fergusonii bacteremia	3	D016470
Epstein-Barr virus	3	D020031
EphrinB1-EphB2	3	1948
Eg5	3	3832
Efemp1	3	2202
EV	3	D004819
ET-1	3	24323
EST	3	39392
ERK	3	24338
EPCAM	3	406454
EIF3S10	3	8661
EGFR tyrosine kinase	3	398301
EGF receptor	3	170757
EFNA3	3	1944
EF31	3	18780
ECD	3	495106
EC 3.1.1.4	3	4819
EBP50	3	9368
E2F3	3	1871
E1B	3	25395996
E1A	3	2118
E-prostanoid 4	3	5734
E-cadherin protein	3	79872
Dietary habits	3	D020323
DcR3 protein	3	64846
DTPA	3	947436
DTH	3	38746
DTA	3	C042899
DTA	3	246866
DSF	3	33823
DPYD	3	447312
DOTAP	3	C070046
DOTA	3	8618027
DNAM-1	3	10666
DNA-PK	3	5591
DNA ligase I	3	3978
DKK-2	3	27123
DIM-C-pPhOH	3	C552530
DIDS	3	D017878
DIAPH2	3	1730
DIAPH1	3	1729
DCTD	3	414581
DCR	3	1637
DCA	3	3117
D2O	3	CHEBI:41981
D1	3	49424
D-fructose	3	CHEBI:48095
D-amino acid	3	CHEBI:16733
D ( 3 ) -1 alpha-hydroxylase	3	13115
Cyclophilin A	3	281418
Cx26	3	2706
Cur-61414	3	C474318
CuZnSOD	3	20655
CuK alpha	3	821676
Cross-sectional and longitudinal psychosocial distress	3	C535569
Cpa1	3	286762
Complete peripancreatic arterial occlusion	3	D001157
Collagen IV	3	12829
Cilengitide	3	C422910
CgA	3	432256
Cdkn2a\/2d	3	1032
Cdc37	3	38232
CdTe	3	C028337
Caspase 3-like	3	102554336
Carotene	3	D002338
C\/EBPalpha	3	1050
CYP2C19	3	1557
CYP1A2	3	1544
CYP	3	45282
CXCL2	3	20310
CXCL10	3	15945
CX3CR1	3	1524
CUR61414	3	8246189
CUB-domain containing protein-1	3	64866
CTNNB1	3	30265
CRT0066101	3	C551536
CRM1\/exportin1-dependent	3	399087
CRLR	3	10203
CP	3	45277
COL11A1	3	1301
CO17-1A	3	496567
CNT1	3	35915
CMS	3	C536089
CLDN5	3	7122
CK8\/18	3	3875
CHS	3	D002609
CHK1	3	398191
CH11	3	542243
CH-11	3	C418965
CGT	3	7368
CGT	3	34884
CDKN2a	3	616369
CDKN2B-AS1	3	100048912
CDKN2A tumor suppressor gene	3	554242
CDKN1B gene	3	21888
CDK5	3	1020
CDDP insensitivity	3	D000699
CDA deficiency	3	C535474
CD97	3	976
CD95	3	14102
CD69	3	969
CD4\/CD8	3	103158317
CD40-negative	3	8711
CD25	3	16184
CD204	3	4481
CD2	3	914
CD1a	3	909
CD18	3	17000
CD147	3	12215
CCR6 mRNA	3	56339
CCR5	3	12774
CCR2-deficient	3	841665
CCR2	3	729230
CBD	3	2652
CALU	3	415241
CA195	3	3647788
CA 494	3	C406085
C1772T	3	80000
C10	3	113246
C-X-C chemokine receptor type 4	3	103528941
C-X-C chemokine receptor 4	3	12767
C-54-0	3	27099
Bufalin	3	C022777
Ber-EP4	3	247846
Bcl-XL	3	24888
BT-PABA	3	CHEBI:31263
BSI-401	3	548263
BRCA2-related	3	728798
BRCA1 gene	3	580
BRCA1	3	827854
BR-DIM	3	35404
BPs	3	644233
BOP	3	81644
BMS-214662	3	C415151
BMP4-induced	3	268294
BMP2	3	30631
BMI1	3	321505
BIM-43004	3	C094215
BIM 23014	3	C060347
BHLHE41-mediated	3	79365
BCL2L2	3	599
BCL2-associated	3	573
BAY 86-9766	3	C544830
BAY 11-7085	3	C416282
BART	3	107566
BAPTA-AM	3	C070379
BAP1	3	100158449
BAF180	3	55193
B16-OVA melanoma	3	D008546
B cell-activating factor	3	10673
Aurora	3	41446
Atropine	3	D001285
Atopic dermatitis	3	D003876
Atg5 Atg12	3	9140
Arsenic exposure	3	D020261
ArgBP2	3	114901
Apt	3	35509
Aldolase A	3	6472
Ag-NORs	3	C051963
Adrenomedullin receptor	3	11318
Ad-mda-7	3	114475
Ad-alpha	3	100309163
ActD	3	780896
AZD8055	3	C546624
AZD2281	3	C531550
ATR	3	32608
ATPase	3	368907
ATP-binding cassette	3	23460
ATO	3	40975
ATG5	3	9474
ATF3	3	447311
ATC	3	817302
ASXL2	3	55252
ASA	3	410
ARHGEF1	3	9138
AR-A014418	3	100005148
APRIL	3	8741
APOE	3	30314
APLP2	3	796801
AP-1	3	36057
AOR	3	45823
ANP	3	4878
ANG	3	283
ANA	3	10950
AN-238	3	C110845
AMP kinase	3	81788
AMP	3	D000667
ALP	3	470
ALDH1	3	24188
ALDH	3	25375
ALB	3	558311
ALA-N	3	32585
AKT-1	3	179424
AIN76A	3	40136
AIC	3	192
AH6	3	1339
AGR2	3	379407
AGP	3	5004
AFL	3	8334
AEs	3	398976
ADR	3	12723
ADH1C	3	126
ADH1B	3	125
ADAM9	3	373605
ADAM8	3	368917
ADAM8	3	101
ADAM15	3	8751
AChR	3	38545
ACV-TP-T	3	D020754
ACTN4	3	81
ACT	3	9457
ACS	3	84680
ACE2	3	100037182
ACA-II	3	D020243
AC	3	427
ABT-737	3	C501332
AAP	3	5345
A1C	3	57110
A1-R	3	11539
8-bromo cAMP	3	D015124
8-OH-dG	3	C040791
6-hydroxymethylacylfulvene	3	C102714
5-phosphoribosyl-1-pyrophosphate	3	CHEBI:17111
5-fluoro-2'deoxyuridine	3	C576827
5-FU\/FA\/IFN-alpha	3	3442
5,10-Methylenetetrahydrofolate	3	C013123
5' AMP	3	CHEBI:16027
4-methylumbelliferone	3	C489431
3-methylcholanthrene	3	D008748
3-(5'-hydroxymethyl-2'-furyl)-1-benzyl indazole	3	C090937
22-oxa-calcitriol	3	C051883
2-pyrrolinodoxorubicin	3	C098751
2-amino-3,4,8-trimethylimidazo[4,5-f]quinoxaline	3	C045421
2-ICA	3	378720
2,7-Dichlorofluorescin diacetate	3	C029569
2,3,7,8-tetrachlorodibenzo-p-dioxin	3	D013749
17-DMAG	3	C448659
14C	3	CHEBI:36927
13-cis-retinoic acid	3	D015474
1-phenyl-2-decanoylamino-3-morpholino-1-propanol	3	C033110
-5	3	10125
(AMG	3	265
(51)Cr	3	CHEBI:50076
(19)F	3	CHEBI:36940
(-)-gossypol	3	D006072
(-)-dehydroxymethylepoxyquinomicin	3	C464444
(+)-grandifloracin	3	C560843
zipper protein 4	2	51213
zinc transporter ZIP4	2	104866482
zinc transporter ZIP4	2	100156896
zinc finger E-box binding homeobox 1	2	21417
zinc deficiency	2	C538178
xylose	2	D014994
xylene	2	D014992
xanthones	2	D044004
white tumor	2	D014912
wedelolactone	2	C051122
vulvar cancer	2	D014846
voriconazole	2	C102790
von Willebrand factor	2	7450
von Willebrand factor	2	112274
voluntary exercise	2	D009155
volumetric-modulated arc	2	C538399
void volume	2	C537271
vitronectin	2	22370
vitamin D receptor	2	22337
vinyl chloride	2	D014752
vinculin	2	7414
vesnarinone	2	C041667
veno-oclusive disease	2	D011668
vascular injury	2	D057772
variety of disorders	2	C536486
variant 2	2	398601
valvular disease	2	D006349
valve insufficiency	2	D011665
vaginal cancer	2	D014625
v6 isoform	2	18613988
v2	2	6983
v19 .0	2	6717
uveitis	2	D014605
urokinase plasminogen activator receptor	2	50692
ureter	2	D014516
uracil phosphoribosyl transferase	2	11821
unrelated diseases	2	C538446
uhrf1	2	29128
ubiquitin-like	2	35592
ubiquitin carrier protein	2	379797
tyrphostins	2	D020032
tyrosyl	2	CHEBI:37898
tyrosine receptor kinase B	2	4915
tyrosine kinase receptor	2	397974
tyrosine kinase c-Abl	2	11350
tyrosine hydroxylase	2	7054
tyrosinase	2	7299
type II transmembrane serine protease	2	344805
tumour-suppressor protein	2	69136
tumor-induced peripheral immune tolerance	2	D010524
tumor-associated antigen MUC-1	2	52118
tumor suppressor gene	2	102103
tumor protein	2	100285946
tumor plasma volume	2	D010954
tuberin	2	40201
tuberculous peritonitis	2	D014395
tryptase	2	23430
tryptase	2	100033966
trypsin	2	101894693
trypsin	2	101893102
trypsin	2	101888838
trypsin	2	101888723
tritium	2	CHEBI:29304
triphendiol	2	C541821
tripeptides	2	CHEBI:47923
trimethyl amine	2	C023336
trihalomethane	2	D022882
triciribine	2	C023764
tricine	2	CHEBI:46760
trichostatin	2	CHEBI:39146
